increment,1089.3556277751923,1093.4681062698364,bigbrain_769_0_0.nii,bin-worker-7.novalocal,139753062745920,12587
increment,660.6250624656677,664.7405543327332,bigbrain_2307_1206_2776.nii,bin-worker-7.novalocal,139753062745920,12575
increment,1090.2481632232666,1094.3405618667603,bigbrain_769_0_1388.nii,bin-worker-6.novalocal,140281244284736,7606
increment,1092.6291553974152,1096.721615076065,bigbrain_769_0_2082.nii,bin-worker-6.novalocal,140281244284736,7600
increment,1092.7935106754303,1096.8857719898224,bigbrain_3076_603_2082.nii,bin-worker-6.novalocal,140281244284736,7609
increment,1092.9000964164734,1096.994027376175,bigbrain_769_0_2776.nii,bin-worker-6.novalocal,140281244284736,7618
increment,1093.0363612174988,1097.1327719688416,bigbrain_3076_603_2776.nii,bin-worker-6.novalocal,140281244284736,7601
increment,1093.2006916999817,1097.2922599315643,bigbrain_769_0_694.nii,bin-worker-6.novalocal,140281244284736,7615
increment,1093.2923276424408,1097.3841016292572,bigbrain_769_1206_0.nii,bin-worker-6.novalocal,140281244284736,7612
increment,1093.9413294792175,1098.0341620445251,bigbrain_3076_603_694.nii,bin-worker-6.novalocal,140281244284736,7621
increment,664.6094298362732,668.7039039134979,bigbrain_2307_1206_694.nii,bin-worker-7.novalocal,139753062745920,12584
increment,659.4539597034454,663.5496771335602,bigbrain_2307_1206_2082.nii,bin-worker-6.novalocal,140281244284736,7615
increment,1098.2521123886108,1102.344462633133,bigbrain_769_0_1388.nii,bin-worker-6.novalocal,140281244284736,7606
increment,671.0693595409393,675.1665437221527,bigbrain_2307_1809_1388.nii,bin-worker-7.novalocal,139753062745920,12578
increment,1101.1185200214386,1105.2174141407013,bigbrain_769_0_2082.nii,bin-worker-6.novalocal,140281244284736,7600
increment,671.7115762233734,675.8170793056488,bigbrain_2307_1809_0.nii,bin-worker-7.novalocal,139753062745920,12581
increment,1102.5417048931122,1106.631831407547,bigbrain_3076_603_2082.nii,bin-worker-6.novalocal,140281244284736,7609
read_img,187.36445093154907,243.19204926490784,bigbrain_0_2412_2082.nii,bin-worker-6.novalocal,140281244284736,7609
increment,674.6623721122742,678.7616846561432,bigbrain_2307_1809_2082.nii,bin-worker-7.novalocal,139753062745920,12569
increment,675.2939994335175,679.39661860466,bigbrain_2307_1809_2776.nii,bin-worker-7.novalocal,139753062745920,12590
increment,675.3365621566772,679.4423720836639,bigbrain_2307_1809_694.nii,bin-worker-7.novalocal,139753062745920,12572
increment,675.4327232837677,679.5380737781525,bigbrain_2307_1206_1388.nii,bin-worker-7.novalocal,139753062745920,12587
increment,675.5598707199097,679.6592979431152,bigbrain_2307_1206_2776.nii,bin-worker-7.novalocal,139753062745920,12575
increment,1103.9238657951355,1108.0149817466736,bigbrain_769_0_2776.nii,bin-worker-6.novalocal,140281244284736,7618
increment,675.663907289505,679.7613656520844,bigbrain_2307_1206_694.nii,bin-worker-7.novalocal,139753062745920,12584
increment,675.7181849479675,679.821462392807,bigbrain_2307_1809_1388.nii,bin-worker-7.novalocal,139753062745920,12578
increment,1105.2720725536346,1109.3694553375244,bigbrain_3076_603_2776.nii,bin-worker-6.novalocal,140281244284736,7601
increment,240.53535890579224,244.62767934799194,bigbrain_0_2412_1388.nii,bin-worker-6.novalocal,140281244284736,7615
increment,675.9526238441467,680.0482058525085,bigbrain_2307_1809_0.nii,bin-worker-7.novalocal,139753062745920,12581
increment,1106.873140335083,1110.975480556488,bigbrain_769_0_694.nii,bin-worker-6.novalocal,140281244284736,7615
read_img,188.9749460220337,252.40838146209717,bigbrain_0_2412_2776.nii,bin-worker-6.novalocal,140281244284736,7601
increment,677.919242143631,682.0138418674469,bigbrain_2307_1206_2082.nii,bin-worker-6.novalocal,140281244284736,7615
increment,1109.1863977909088,1113.2889819145203,bigbrain_769_1206_0.nii,bin-worker-6.novalocal,140281244284736,7612
increment,1109.1886656284332,1113.291260957718,bigbrain_3076_603_694.nii,bin-worker-6.novalocal,140281244284736,7621
save_results,625.4528682231903,682.0732140541077,bigbrain_2307_0_2082.nii,bin-worker-6.novalocal,140281244284736,7606
increment,680.1927852630615,684.292610168457,bigbrain_2307_1809_2082.nii,bin-worker-7.novalocal,139753062745920,12569
increment,1109.9283101558685,1114.028724193573,bigbrain_769_0_1388.nii,bin-worker-6.novalocal,140281244284736,7606
save_results,626.4480867385864,684.597579240799,bigbrain_2307_0_694.nii,bin-worker-6.novalocal,140281244284736,7600
increment,681.6555061340332,685.7693803310394,bigbrain_2307_1809_694.nii,bin-worker-7.novalocal,139753062745920,12572
increment,681.6812524795532,685.7870318889618,bigbrain_2307_1809_2776.nii,bin-worker-7.novalocal,139753062745920,12590
increment,681.7749607563019,685.872673034668,bigbrain_2307_1206_1388.nii,bin-worker-7.novalocal,139753062745920,12587
increment,681.8700740337372,685.9830479621887,bigbrain_2307_1206_2776.nii,bin-worker-7.novalocal,139753062745920,12575
increment,682.051840543747,686.1621220111847,bigbrain_2307_1206_694.nii,bin-worker-7.novalocal,139753062745920,12584
increment,682.1479914188385,686.249128818512,bigbrain_2307_1809_1388.nii,bin-worker-7.novalocal,139753062745920,12578
increment,682.4078242778778,686.5059735774994,bigbrain_2307_1809_0.nii,bin-worker-7.novalocal,139753062745920,12581
save_results,1065.7117795944214,1114.9350764751434,bigbrain_3076_2412_2082.nii,bin-worker-7.novalocal,139753062745920,12581
save_results,1066.449125289917,1116.5257186889648,bigbrain_3076_2412_1388.nii,bin-worker-7.novalocal,139753062745920,12575
increment,1113.9353301525116,1118.0307402610779,bigbrain_769_0_2082.nii,bin-worker-6.novalocal,140281244284736,7600
increment,685.0201606750488,689.124100446701,bigbrain_2307_1809_2082.nii,bin-worker-7.novalocal,139753062745920,12569
read_img,190.3967878818512,259.0864968299866,bigbrain_0_2412_694.nii,bin-worker-6.novalocal,140281244284736,7621
increment,1114.9357345104218,1119.0419251918793,bigbrain_3076_603_2082.nii,bin-worker-6.novalocal,140281244284736,7609
increment,1114.9348874092102,1119.0338969230652,bigbrain_769_0_0.nii,bin-worker-7.novalocal,139753062745920,12587
save_results,631.5758712291718,689.2675938606262,bigbrain_2307_0_2776.nii,bin-worker-6.novalocal,140281244284736,7612
increment,1115.689697265625,1119.7834165096283,bigbrain_769_0_2776.nii,bin-worker-6.novalocal,140281244284736,7618
increment,1115.905963897705,1120.0072300434113,bigbrain_3076_603_2776.nii,bin-worker-6.novalocal,140281244284736,7601
increment,1115.9563176631927,1120.0463953018188,bigbrain_769_0_694.nii,bin-worker-6.novalocal,140281244284736,7615
read_img,642.2555029392242,690.8265171051025,bigbrain_2307_2412_0.nii,bin-worker-6.novalocal,140281244284736,7609
save_results,634.7494390010834,690.8724782466888,bigbrain_2307_1206_0.nii,bin-worker-6.novalocal,140281244284736,7618
